tweet, time
@jemlamble @Priscilla143 Hi! You can change the country at the bottom of the page; and should still be shopping with Priscilla :),Mon Oct 09 07:57:03 +0000 2017
@HonestGeorgie @theauburnagenda So sorry! Can you please try clearing your cart; and re adding the items? This should do the trick :),Mon Oct 09 07:16:57 +0000 2017
@theauburnagenda Sorry about that! Can you please try re adding the items to your cart? This should do the trick.,Mon Oct 09 07:16:08 +0000 2017
Tomorrow 🇬🇧 https://t.co/4WCVh635x8,Mon Oct 09 01:07:00 +0000 2017
@emiillyyk The showroom will be open as normal on October 9th; from 12-8pm 👌,Mon Oct 09 00:08:15 +0000 2017
@madison_lexis Sorry that happened! DM us with your order number and we can help.,Sun Oct 08 23:59:54 +0000 2017
@ojdavies @sosofiya_ @daisymgreen @heyandi3 @sarahjrowley91 We'll be shipping to the U.K. in the morning. Stay tuned!,Sun Oct 08 23:55:35 +0000 2017
.@KaiaGerber wears Cloud Paint in Dusk https://t.co/f5IoD6VkJA,Sun Oct 08 17:47:37 +0000 2017
@HesAesthetic_ DM us with your email and we can help with that 👍,Sun Oct 08 17:27:58 +0000 2017
@ojdavies @sarahjrowley91@kissingquiver @daisymgreen @heyandi3 @sarahjrowley91 U.K. shipping will begin on the morning of October 9th ✨,Sun Oct 08 17:27:17 +0000 2017
@thenaikeestore We suggest washing your Wowder Brush once a week; with the brush cleanser of your choice 👌,Sun Oct 08 17:05:46 +0000 2017
@barbarackobama Oh no! DM us your order number and we can help.,Sat Oct 07 16:37:26 +0000 2017
✨ https://t.co/EZLQCy05d3,Sat Oct 07 13:56:40 +0000 2017
😀📫 repost https://t.co/HyMNQvoIrI https://t.co/WtzO5zbJsb,Fri Oct 06 21:00:31 +0000 2017
@claire4everever No -- we'll only be shipping to the UK ✨,Fri Oct 06 20:02:18 +0000 2017
Nice brows.,Fri Oct 06 14:17:42 +0000 2017
"On set with @glossier's Wowder" @benjaminpuckey &lt;3 https://t.co/RTPJS4npfR,Fri Oct 06 11:35:14 +0000 2017
@WhiteDafnea We will keep you posted 👍,Thu Oct 05 22:02:46 +0000 2017
@heyheyzelda DM us your email and we can check on your order ✨,Thu Oct 05 21:52:15 +0000 2017
@syanelessia We recommend applying Cloud Paint before Haloscope ✨,Thu Oct 05 21:49:59 +0000 2017
Gabrielle Union wears Stretch Concealer in Deep and Wowder in Dark/Deep. Skin was prepped with Priming Moisturizer.… https://t.co/sqND4v2lOQ,Thu Oct 05 21:45:00 +0000 2017
@msrachelmariec  DM us your order number and we can help!,Thu Oct 05 19:21:49 +0000 2017
@Laurajacks28 Standard shipping in the UK is 2-5 business days 👍,Thu Oct 05 18:29:19 +0000 2017
☀️🌹 https://t.co/CFGFrHgFEJ https://t.co/jaU9HdEmDR,Thu Oct 05 17:26:09 +0000 2017
@staenkerliese We'll keep you posted 👍,Thu Oct 05 16:07:30 +0000 2017
@imgeorgialeitch DM us a selfie and we can make a recommendation  👋,Thu Oct 05 14:52:46 +0000 2017
@sarahesterman Check your DMs  👋,Thu Oct 05 14:49:17 +0000 2017
@johnsfkennedys Not at this time; but keep your eyes out for new merch in 2018!,Thu Oct 05 14:46:18 +0000 2017
@JeanetteHavmand We won't be shipping to Denmark yet; but we will keep you posted with any updates👍,Thu Oct 05 14:43:27 +0000 2017
@haylevmarshall We will be shipping to Quebec in 2018 👍,Thu Oct 05 14:41:41 +0000 2017
@satinmilk  Perfecting Skin Tint leaves your face looking toned; smooth; and dewy—without hiding your freckles 👌,Wed Oct 04 21:48:04 +0000 2017
@WhatLucyLovesxo Stay tuned for more details soon!,Wed Oct 04 21:37:40 +0000 2017
@roshlo We have free returns and exchanges; so you can feel free to try any product you like 👍,Wed Oct 04 21:32:48 +0000 2017
Perfecting Skin Tint in Light ✋🏻 Medium ✌🏼Dark👌🏽Deep 👋🏾 Rich 👍🏿. Five super sheer; adaptable shades—&gt;… https://t.co/xikWVUB9er,Wed Oct 04 21:20:56 +0000 2017
Currently in NYC: ☀️☀️☀️☀️,Wed Oct 04 18:00:09 +0000 2017
Sweater weather https://t.co/sEBYB3Wq0M,Wed Oct 04 00:44:28 +0000 2017
Just dew it. 💦,Tue Oct 03 17:33:03 +0000 2017
Perfecting Skin Tint: the original skin tint. An undetectable wash of color with undeniable enhancement.… https://t.co/i0pJWEmRag,Tue Oct 03 15:20:15 +0000 2017
@phialee DM us with your email and we can help!,Mon Oct 02 20:05:43 +0000 2017
@HLemmetyinen DM us with your order number and we can help ASAP  👍,Mon Oct 02 20:03:11 +0000 2017
@gillykersh DM us with your order number and we can help!,Mon Oct 02 20:00:27 +0000 2017
#glossierpink at Valentino 🌸 image via @VogueRunway https://t.co/LbMVuLmTjV,Mon Oct 02 15:59:43 +0000 2017
The perfect canvas. Four steps that make a difference; for skin that looks like skin. https://t.co/uSPRFtsNc0 https://t.co/U3DMM7jidM,Mon Oct 02 13:33:54 +0000 2017
@debbi_kelsey We'll keep you posted 💕,Sun Oct 01 18:54:28 +0000 2017
@AlexandraECJ We'll be shipping to the UK this autumn; and we'll keep you posted!,Sun Oct 01 18:51:55 +0000 2017
@theokaratzas Sorry to hear that! DM us your order number and we can help!,Sun Oct 01 18:51:11 +0000 2017
@sarah_fender Stay tuned for more details ✨,Sun Oct 01 17:23:14 +0000 2017
@kristenismyhero We'll only be shipping to the U.K.—and we'll be sharing more details on that soon! Stay tuned.,Sun Oct 01 17:22:04 +0000 2017
Get ready with Paloma + learn how she does her iconic slicked hair—&gt; https://t.co/P6xDlOPHVh,Sun Oct 01 15:00:02 +0000 2017
#art! https://t.co/qcDxw4WPrv,Sat Sep 30 19:00:01 +0000 2017
Vince Vaughn wears Balm Dotcom in Original. via MUA + groomer https://t.co/nzaXfMH2If https://t.co/ZnPpUrzlQL,Sat Sep 30 15:27:01 +0000 2017
@coolbreeeze_ Thanks for stopping by 😊👋,Fri Sep 29 20:38:10 +0000 2017
RT @DisneyPRINC_ESS: Body Hero. I smell amazing. Thank you. @glossier,Fri Sep 29 20:12:56 +0000 2017
Expensive-looking wallpaper; for free—&gt; https://t.co/IRDRg1Bo4j,Fri Sep 29 20:11:50 +0000 2017
You look nice today.,Fri Sep 29 16:01:13 +0000 2017
@RebeccaZoe We'll begin shipping to the U.K. next month. Stay tuned 😊,Fri Sep 29 15:47:48 +0000 2017
@fillegrossiere So sorry to hear that! DM us your  order number and we'll take care of it.,Fri Sep 29 15:39:17 +0000 2017
Post-shower extra extra clean https://t.co/pmdOCrgQ6a,Fri Sep 29 13:41:49 +0000 2017
@angelaestelle DM us your order number and correct address - we can help 👍,Thu Sep 28 20:56:55 +0000 2017
Presenting... Paloma Elsesser's extremely thorough #getreadywithme https://t.co/PTOshMDTUn,Thu Sep 28 18:05:39 +0000 2017
#art Will Cotton; Candy Cloud (2012) https://t.co/K2MkXNtTIy,Thu Sep 28 16:28:36 +0000 2017
@whoopwhoop2003 Invisible Shield is a clear watergel formula that instantly absorbs into skin with no greasy residue and zero white cast.,Thu Sep 28 14:39:53 +0000 2017
@livnicfelt We'll keep you posted!,Thu Sep 28 14:34:08 +0000 2017
@SarahNoeckel We'll keep you posted!,Thu Sep 28 14:30:08 +0000 2017
@elvirapc DM us and we can help 👍,Thu Sep 28 14:29:07 +0000 2017
@bohemianrhapsdy DM us and we can help 👋,Thu Sep 28 14:26:08 +0000 2017
@pinobor0 DM us and we can help 👍,Thu Sep 28 14:24:55 +0000 2017
🌴 pic via https://t.co/JjNo13ZI55 https://t.co/75x5NlGcYg,Thu Sep 28 12:41:14 +0000 2017
@mmmaddy DM us with your info and we can help!,Wed Sep 27 21:52:28 +0000 2017
@bohemianrhapsdy Body Hero was inspired by the Glossier products you use on your face; but we recommend using it only on your body 👍,Wed Sep 27 21:52:09 +0000 2017
@livdorothy Sorry that happened! DM us with your order number and we can help.,Wed Sep 27 21:47:27 +0000 2017
@sayitaintsojoe9 @AyahMarar We'll be shipping to the U.K. later this year! Stay tuned for more details.,Wed Sep 27 21:40:23 +0000 2017
@aprilmaeee Sorry to hear that! DM us with your order number and we can help.,Wed Sep 27 20:53:56 +0000 2017
RT @sanaalovee: thank you @glossier for finally inventing a sunscreen that I actually enjoy putting on &amp; that doesn’t make me look like a g…,Wed Sep 27 18:07:50 +0000 2017
PSA: Just because it’s fall; don’t forget about the sun! 🌞 ;Sun protection = an everyday essential. 👍,Wed Sep 27 15:53:20 +0000 2017
"Silky robe + silky skin = 🤗" https://t.co/gaGYGhotm8 https://t.co/KAS8a5bjMn,Wed Sep 27 13:28:29 +0000 2017
No caption necessary. https://t.co/n45QKgyBI4 https://t.co/lCWIZpHotA,Tue Sep 26 21:20:01 +0000 2017
Make good choices. 😎,Tue Sep 26 18:51:08 +0000 2017
@BruCampi We'll keep you posted 👋,Tue Sep 26 16:27:54 +0000 2017
@allisosunny Sorry to hear that! DM us your email and we can help 👍,Tue Sep 26 14:57:15 +0000 2017
@melaniexgomez Yes! Priming Moisturizer plumps skin to create cushiony bounce and an even texture; helping minimize the appearance of pores.,Tue Sep 26 14:52:42 +0000 2017
Morning! pic via https://t.co/XS8aWKOz1K https://t.co/h5K8cnbrIw,Tue Sep 26 14:15:37 +0000 2017
Simone wears Haloscope in Topaz and Boy Brow in Black ☀️ Save $8 when you get the duo (in your choice of shades)—&gt;… https://t.co/nvb2ifCV9j,Mon Sep 25 22:13:00 +0000 2017
BODY HERO @Iskra https://t.co/thQ1kbwf8g,Mon Sep 25 19:52:39 +0000 2017
@miss_jordi DM us with your info and we can check on that!,Mon Sep 25 19:22:58 +0000 2017
Shine on 🌟,Mon Sep 25 17:41:40 +0000 2017
@chloebullets @coletteparis We'll be restocked at Colette this week! Stay tuned for more details.,Mon Sep 25 15:16:39 +0000 2017
@AmbieMae Feel free to DM us if you need some suggestions 💕,Mon Sep 25 15:09:41 +0000 2017
#glossierpink 📍 Lisbon; Portugal 📷 https://t.co/ICSZJAjZyY https://t.co/4bhDQwEU2u,Sun Sep 24 19:40:45 +0000 2017
@melo_chromatic DM us for details,Sun Sep 24 17:35:33 +0000 2017
@CharlotteLucyy @debbi_kelsey @itPrill We'll be shipping to the U.K. this autumn - stay tuned ✨,Sun Sep 24 15:14:43 +0000 2017
@Earth2Mya Sorry to hear that! DM us and we can help.,Sun Sep 24 15:10:30 +0000 2017
Legfie (leg selfie) via @katiejanehughes Shop Daily Perfecting Cream here—&gt; https://t.co/PuxOwPAJ7F https://t.co/MkJ9KAlRKR,Sat Sep 23 22:00:02 +0000 2017
Happy fall! https://t.co/WwuCaP92pH,Sat Sep 23 17:18:00 +0000 2017
.@outdoorvoices founder @Ty_Haney’s very dewy morning routine 🏊🚿💦 #getreadywithme https://t.co/cJWa9uLKzB,Sat Sep 23 15:31:34 +0000 2017
👏 Pia Arrobio #bodyhero https://t.co/8y9ttNd2Ag,Sat Sep 23 15:00:01 +0000 2017
The #glossierwallpaper you've been waiting for—&gt;  https://t.co/pq3ZWQokkC,Fri Sep 22 21:06:01 +0000 2017
@vinylsnrain We currently ship to the U.S.; Puerto Rico; and Canada; but we’re working hard on more updates ✨,Fri Sep 22 17:50:13 +0000 2017
@_jessycarenee Sorry that happened! DM us with your order number and we can help.,Fri Sep 22 17:45:39 +0000 2017
Friday https://t.co/MxRmRbmVH0,Fri Sep 22 16:50:12 +0000 2017
@vinylsnrain We currently ship to the U.S.; Puerto Rico; and Canada; but it’s our dream to ship to as many countries as we can! Stay tuned.,Fri Sep 22 16:14:51 +0000 2017
Catch the last light of summer and save $8 when you get Haloscope + Boy Brow together—&gt; https://t.co/IndWXxK3cX https://t.co/NYn0Mna69X,Fri Sep 22 15:14:07 +0000 2017
RT @garytheesnail: body hero by @glossier smells so good and it CHANGED MY LIFE,Fri Sep 22 14:48:40 +0000 2017
RT @IntoTheGloss: How Coco Baudelle; Screenwriter &amp; friend of Glossier; gets pretty;https://t.co/bMJaBJWTvK,Thu Sep 21 19:55:03 +0000 2017
.@TheCut reviews Body Hero https://t.co/unjrxWge2S,Thu Sep 21 19:38:01 +0000 2017
@clementfct We'll be shipping to France in 2018!,Thu Sep 21 17:25:03 +0000 2017
#tbt Body Hero production❗️ https://t.co/4mhW6E3jyj,Thu Sep 21 16:37:48 +0000 2017
@dervishialbana @abbeyeveryday Pink Pouches are not for sale at this time; and we'll keep you posted with any updates!,Thu Sep 21 16:28:07 +0000 2017
Word to know: legfie;Leg 💃 Selfie 🤳✨,Thu Sep 21 16:01:22 +0000 2017
@notfolu DM us and we can help 👍,Thu Sep 21 15:34:58 +0000 2017
@steffschackcart DM us and we can help!,Thu Sep 21 15:12:04 +0000 2017
BODY HERO ☀️ https://t.co/HraFiIiC4d,Thu Sep 21 13:32:01 +0000 2017
@penny_tweets_ We are 100% cruelty-free and do not test on animals 👍,Thu Sep 21 11:40:38 +0000 2017
@issanicole_ Feel free to DM us for some recommendations! We're here to help.,Thu Sep 21 11:24:48 +0000 2017
❤️ pic via https://t.co/2Cy3BMPibB https://t.co/XVCDQ3lA10,Wed Sep 20 21:13:18 +0000 2017
Leg selfie feat. Sam Snelling; 😺; and Body Hero Daily Perfecting Cream ✨ https://t.co/RF98QijDja https://t.co/r55iKMYZK8,Wed Sep 20 12:55:13 +0000 2017
@coffeeluvr27 Yes! Body Hero was formulated to avoid being comedogenic; but we recommend consulting with a physician if you have concerns!,Tue Sep 19 21:13:34 +0000 2017
@amanda_achu We will keep you posted 👍,Tue Sep 19 20:01:38 +0000 2017
@melmuzyczka We'll keep you posted 👍,Tue Sep 19 20:00:27 +0000 2017
@msuselessinfo Yes; we offer returns/exchanges on all skincare; makeup; and body products within 30 days of receiving the order.,Tue Sep 19 17:06:36 +0000 2017
@ LFW 💖💖💖 @christopherkane https://t.co/jd06l4gfeU,Tue Sep 19 16:37:20 +0000 2017
@rhymeandribbons We're so excited to begin shipping to the U.K. next month. Stay tuned!,Mon Sep 18 22:15:19 +0000 2017
Find your light ✨,Mon Sep 18 17:07:33 +0000 2017
"I have taken 6 showers in 4 days because of these. Thanks @glossier 🌹" https://t.co/YKUSQGNVy5… https://t.co/zv6q1x84yq,Mon Sep 18 12:30:02 +0000 2017
RT @calliekaltz: ✨✨✨ Hi I'm living my best life in Paris rn thanks to @glossier ✨✨✨ https://t.co/3NBVbuD5K1,Mon Sep 18 12:19:09 +0000 2017
BODY HERO @nytimes Sunday Styles page 7 🗞 Get yours today; tag @glossier #bodyhero https://t.co/q9KIoKIuuV,Sun Sep 17 22:23:55 +0000 2017
@moss__piglet Sorry to hear that! DM us your order number(s) and we can help.,Sun Sep 17 20:06:03 +0000 2017
@reneeruin Daily Oil Wash contains a unique; mild sulfate combination that helps maintain your skin’s moisture balance.,Sun Sep 17 20:03:48 +0000 2017
@kimrossible Sorry to hear that! DM us and we can help 👍,Sun Sep 17 14:06:20 +0000 2017
@TheNodMagazine DM us and we can help,Sun Sep 17 14:04:47 +0000 2017
@_sarahcrawford We'll keep you posted 👍,Sun Sep 17 14:03:50 +0000 2017
@kinabuhi DM us and we can help!,Sat Sep 16 17:18:02 +0000 2017
@josiehoweII We're working hard to be available in as many countries as we can! Stay tuned for more details ✨,Sat Sep 16 17:13:11 +0000 2017
Shower upgrade 🏆  https://t.co/DDNqk2EnEB pic via https://t.co/gw0VIBdWQj https://t.co/nyetJLhrCD,Sat Sep 16 15:59:37 +0000 2017
BODY HERO @IMLVH ❤️ Decal comes with every #bodyhero order https://t.co/ttsL1aP8uj,Sat Sep 16 10:00:02 +0000 2017
🚿; https://t.co/tIJE6DHfor https://t.co/DJdQ0S9622,Fri Sep 15 18:07:01 +0000 2017
Ready for the weekend https://t.co/Khbz6tVhlf,Fri Sep 15 17:44:59 +0000 2017
@amyhbliss We're so excited to ship to the U.K. next month. Stay tuned!,Fri Sep 15 17:37:17 +0000 2017
@taradaniella_  DM us and we'll take care of you!,Fri Sep 15 17:32:13 +0000 2017
❤️ pic via @steph_shep https://t.co/YnmKNdKdcR,Fri Sep 15 12:40:25 +0000 2017
@xx0_val DM us for more details ✨,Thu Sep 14 20:40:46 +0000 2017
RT @cosmicvalkyrie: @glossier i already feel like ordering backups &amp; i haven't even gotten the set in yet. I'M EXCITED. ✨,Thu Sep 14 15:04:56 +0000 2017
RT @cosmorgpolitan: When your @glossier body hero duo won't arrive for another couple of days; but you've already made space in your shower…,Thu Sep 14 14:53:52 +0000 2017
Body Hero Daily Oil Wash: just add water 💦https://t.co/KvzCfN7bxT https://t.co/37g6Ca0e6F,Thu Sep 14 14:26:00 +0000 2017
RT @sarahmaarie: someone recognized the Glossier stickers on my name tag at work and instantly became friends. @glossier bringing people to…,Thu Sep 14 00:55:03 +0000 2017
RT @bloggingbeauty: Body Hero spotting in LA @glossier 👀 #glossierinthewild https://t.co/fpMioXFMsA,Thu Sep 14 00:54:39 +0000 2017
Body Hero—glowy dewy skin for the rest of you. Upgrade your shower—&gt; https://t.co/15Xw4Fexm6 https://t.co/1yHyq0Wlzs,Wed Sep 13 22:21:05 +0000 2017
RT @lilstreetrat: I am O B S E S S E D with the new @glossier Body Hero campaign. 😭 can't wait to try to products. Y'all never disappoint. ✨,Wed Sep 13 21:39:08 +0000 2017
RT @underscoredev: when my professor told me to get off my phone midway through purchasing body hero at 8:02 am today https://t.co/2CI1Qf1H…,Wed Sep 13 21:29:16 +0000 2017
RT @lori_vaughn_: .@glossier slowly taking over my shower and makeup bag one product release at a time. https://t.co/RoOlx1bppS,Wed Sep 13 18:14:53 +0000 2017
RT @Ashbitious: OMG!!! @glossier has answered my prayers for body products!!!! I can't even contain my excitement 💗 https://t.co/Li9aU10msC,Wed Sep 13 18:07:25 +0000 2017
@shanikahillocks Yes; Body Hero is available for purchase in the showroom ✨,Wed Sep 13 17:09:00 +0000 2017
@JuliaJohnston_ We're so excited to be shipping to the U.K. next month 😊,Wed Sep 13 16:46:22 +0000 2017
RT @mychelle3: Everybody's body deserves to look this good! Dang. Good job; @glossier. Fan for life. https://t.co/gOhP9oeSAR,Wed Sep 13 16:12:57 +0000 2017
@xoMiaMoore @SummerRuns800 Thanks for your feedback! We've updated each product page to indicate which items are vegan.,Wed Sep 13 16:05:06 +0000 2017
RT @apbenven: Wow ✨ @Glossier's new body campaign is magical/wonderful/all of the good things https://t.co/7Yu7ALnbSN,Wed Sep 13 15:20:30 +0000 2017
RT @MeganMcNal: @glossier Honestly; thank you for finally showing some real bodies. I appreciate it and love glossier even more. More body…,Wed Sep 13 15:20:11 +0000 2017
RT @EllieFreestone: @glossier Finally a brand using real women for visuals! The UK October launch cannot come soon enough; take my money no…,Wed Sep 13 15:20:00 +0000 2017
RT @madlydia1: @glossier dropped a body lotion were you prepared? I'm not prepared,Wed Sep 13 15:19:41 +0000 2017
@Thatgirlpoppy We'll begin shipping to the U.K. next month. Stay tuned!,Wed Sep 13 14:29:23 +0000 2017
https://t.co/15Xw4Fexm6 https://t.co/DAyF3u1xUi,Wed Sep 13 14:27:27 +0000 2017
🆕 https://t.co/bTexXKQjYR https://t.co/s6xg9RBv4p,Wed Sep 13 12:17:42 +0000 2017
Main squeeze. pic via https://t.co/37reswVN1N https://t.co/sDkWsJSYPP,Tue Sep 12 21:44:37 +0000 2017
